0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,TARGET
-15.0,20.0,26.0,17.0,117.0,-1.0999212127012215,-0.3666957676000713,0.13630678402231028,-0.7773216259196505,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0
35.0,87.0,-17.0,54.0,38.0,-0.5077977875158884,-0.7746669918498982,-0.8791065294427951,-1.1592312771081734,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
82.0,75.0,116.0,87.0,130.0,-0.21986776283540552,0.15787458989586728,0.38698206187982775,0.1502544391524009,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
133.0,138.0,87.0,124.0,61.0,0.37199192425998856,-0.1575563925792519,-0.48425832930322343,-0.10937785783468967,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0
-17.0,23.0,17.0,16.0,109.0,-1.0999660544659606,-0.43626815887669823,0.0280728442245452,-0.8693152389988634,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0
85.0,95.0,79.0,90.0,91.0,-0.1250940586045104,-0.14039387594818378,-0.13807029947158445,-0.2188823108362758,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
152.0,152.0,97.0,138.0,56.0,0.5539766571033096,-0.1135969141892762,-0.5328152993453654,-0.002862001402428871,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0
-52.0,40.0,-102.0,-9.0,22.0,-1.286312991070807,-1.2751356590011693,-1.157536210351692,-2.0279394106397692,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
-92.0,6.0,-115.0,-38.0,41.0,-1.686920928791409,-1.3008030709824157,-0.9400037617164217,-2.168411963431435,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
105.0,100.0,111.0,104.0,106.0,0.04376457011828671,0.07662139895955716,0.09110399804318156,0.11293993166395987,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
114.0,104.0,122.0,110.0,110.0,0.11593432214995128,0.14799808531160946,0.15579037279672858,0.22649989935163922,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
26.0,43.0,66.0,47.0,124.0,-0.7264132762969805,-0.1337378475798613,0.25875994516932355,-0.36999717809202753,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0
126.0,133.0,83.0,120.0,63.0,0.31049306824872214,-0.17511612065056054,-0.4720575070284582,-0.14894858467357375,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0
159.0,120.0,185.0,142.0,136.0,0.48817633563585194,0.5428710849021042,0.5310159121478928,0.847555682715104,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
175.0,132.0,194.0,154.0,133.0,0.6474703278618776,0.5888325356243442,0.5001577658093521,0.9506839730936532,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
171.0,161.0,118.0,152.0,63.0,0.726871424191309,0.02139142947837963,-0.43387853794841547,0.22158577114636746,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0
87.0,67.0,147.0,90.0,156.0,-0.2141997476965064,0.38210519790434916,0.7322681769426022,0.4482171722988084,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0
208.0,184.0,149.0,179.0,64.0,1.066659725521347,0.1926531526103435,-0.3857599790220916,0.5383742528309347,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0
76.0,74.0,105.0,82.0,124.0,-0.267511311154944,0.08519164826578018,0.3044998134860854,0.041489968300626734,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
110.0,93.0,139.0,106.0,130.0,0.04584628969128801,0.282358871879345,0.4099175776955068,0.38549914382828343,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
125.0,122.0,106.0,118.0,87.0,0.26318894869212633,0.005872718004742289,-0.1600150152627099,0.07775677989443852,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
97.0,110.0,69.0,99.0,72.0,0.016734179318123044,-0.23159776932337844,-0.3711483480103937,-0.30174522166306084,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-47.0,14.0,-29.0,-6.0,89.0,-1.3453869673603482,-0.7307173702743617,-0.2723905004791977,-1.3238738919456676,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0
81.0,106.0,43.0,87.0,59.0,-0.10867352182829954,-0.4038557371082262,-0.5586013123563968,-0.5628384718446037,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-11.0,22.0,32.0,20.0,119.0,-1.0615848979376312,-0.33289548863908563,0.1642649053879258,-0.7224391050538669,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0
84.0,113.0,33.0,89.0,47.0,-0.06558724205367267,-0.48197681811215753,-0.7078587290143289,-0.6546640227356312,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
226.0,195.0,161.0,191.0,62.0,1.2319187299632455,0.25406366940059777,-0.3964113368746234,0.6635140950516861,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0
74.0,81.0,86.0,81.0,106.0,-0.25677215443368173,-0.0651549869542702,0.06364076133158883,-0.15442741071555402,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
70.0,75.0,90.0,78.0,114.0,-0.3067175154649578,-0.02480805409577891,0.15852558179141069,-0.11436718078087932,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
297.0,208.0,292.0,242.0,134.0,1.7717992821042527,1.1252134901140052,0.6122138835360906,1.9588374498632133,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0
125.0,122.0,104.0,118.0,85.0,0.25787322646282784,-0.009227130134929595,-0.1800956837842465,0.056379601371893684,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
136.0,118.0,140.0,126.0,110.0,0.3217676996119276,0.24435981578470414,0.1734497070463243,0.4086391028296343,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
44.0,54.0,82.0,59.0,125.0,-0.5633534216226953,-0.046849093939695885,0.28916910838571624,-0.21175738996998744,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0
231.0,175.0,221.0,194.0,115.0,1.1932774721096397,0.695766690815782,0.31576515799374333,1.2372135916967677,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0
51.0,66.0,69.0,64.0,108.0,-0.47335151407140963,-0.15343254389109795,0.06546787352925396,-0.3287363109570862,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
76.0,86.0,78.0,83.0,98.0,-0.22212751913453802,-0.1277903268688256,-0.05609352233562153,-0.22802422732281266,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
198.0,156.0,190.0,171.0,110.0,0.8985506829222885,0.5170424345414544,0.227072631073289,0.9225425482681295,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
88.0,101.0,68.0,92.0,79.0,-0.08146061839262389,-0.22067576677174294,-0.29104185278130756,-0.313419157479984,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
76.0,89.0,72.0,83.0,92.0,-0.2126321461631742,-0.1744529517221935,-0.1348087645834325,-0.28719170427793883,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-50.0,41.0,-100.0,-7.0,23.0,-1.2694932580625398,-1.2573030996546337,-1.1405968443488046,-1.9998899373787262,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
157.0,117.0,189.0,140.0,142.0,0.4633613194786967,0.5781087658543391,0.6017986660283737,0.8875441313117756,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
49.0,76.0,42.0,64.0,83.0,-0.44757428082222034,-0.35795600925739846,-0.26936174128502466,-0.5922816745870904,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
86.0,112.0,39.0,90.0,52.0,-0.05968549186027411,-0.43952518947038066,-0.6455921429411349,-0.5969691954204921,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0
100.0,100.0,100.0,100.0,100.0,0.007984791308229806,0.0021585246611343146,-0.0017729731905835576,0.0049772613994978785,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-50.0,0.0,-5.0,-8.0,114.0,-1.4132664884142712,-0.5442023096594828,0.0614754132606663,-1.095334128323537,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0
226.0,188.0,179.0,191.0,79.0,1.2059109528680934,0.386708877787669,-0.1732845057689077,0.8319678739811622,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0
70.0,85.0,67.0,79.0,92.0,-0.26869148566603407,-0.1996918533896943,-0.13805365350838603,-0.3354684849977868,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
95.0,97.0,95.0,96.0,100.0,-0.0526770518457535,-0.03018594806619023,-0.013116893869515088,-0.05391778742654112,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,24.0,53.0,28.0,131.0,-0.9726704150580829,-0.18979403874150658,0.32980140961612603,-0.5095987042653559,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0
50.0,39.0,129.0,63.0,168.0,-0.5795365425416226,0.3065969349281624,0.8495733983449307,0.25123001549515567,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0
148.0,130.0,137.0,135.0,99.0,0.4511548340111988,0.19949680211065543,0.020479472420508654,0.3837349021085903,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
125.0,130.0,88.0,118.0,68.0,0.2881031653867294,-0.13755876061104727,-0.39922370156056963,-0.10524835285836792,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
109.0,95.0,134.0,106.0,126.0,0.04437555179962521,0.2447920533850369,0.3524044790994761,0.3354409092784888,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
46.0,77.0,31.0,62.0,76.0,-0.4641325400849714,-0.4303219963135655,-0.37132953615783465,-0.6923602793171022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-22.0,32.0,-14.0,13.0,84.0,-1.1036173942933958,-0.6609338033005918,-0.3191863716792313,-1.167316819433823,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
235.0,151.0,284.0,196.0,173.0,1.1340618111272858,1.1626973285204951,1.0804221019168747,1.838794974658542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0
112.0,105.0,113.0,108.0,103.0,0.10691907903977124,0.08377673682345563,0.0616486289934553,0.1391953140785726,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
124.0,107.0,137.0,117.0,117.0,0.19366870073739528,0.24360024183472467,0.25459797610891466,0.3735682279052172,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
165.0,149.0,130.0,147.0,80.0,0.6359237610162684,0.12487979102743535,-0.21438577711384035,0.33422116024357723,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0
120.0,102.0,141.0,114.0,124.0,0.15339063784292295,0.2793122356306282,0.33605704037989603,0.4100715237726204,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
37.0,79.0,8.0,55.0,60.0,-0.5216260092014626,-0.5894233007920656,-0.5819582190533997,-0.9179979916392311,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
264.0,167.0,314.0,217.0,180.0,1.3950215632238776,1.3451150196115098,1.196564390209319,2.1493691055217523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0
-86.0,-10.0,-63.0,-34.0,87.0,-1.7036255442720234,-0.9220387421789227,-0.33986607365827093,-1.6720899091783439,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0
96.0,95.0,103.0,97.0,106.0,-0.05333592014656102,0.030466765805834135,0.08168926706329785,0.02609597176990719,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
207.0,169.0,179.0,177.0,94.0,1.0067332407049614,0.4217120540111049,0.009197635643052898,0.825276276399318,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0
212.0,164.0,205.0,181.0,114.0,1.0208864047608164,0.6043778531439572,0.28435058414549075,1.0705426983070616,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
89.0,83.0,112.0,92.0,121.0,-0.14482034272107863,0.11716060090033795,0.2753927643791861,0.1163845645851595,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
149.0,126.0,151.0,135.0,110.0,0.4447612366202304,0.30190411322206445,0.18394641585695864,0.517427338342076,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
41.0,84.0,3.0,58.0,53.0,-0.4760268610867918,-0.6322971758369923,-0.6779819105240968,-0.9625549245684921,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
124.0,120.0,107.0,117.0,89.0,0.24670847001337837,0.017248045726428074,-0.13172154189279286,0.08841328773116108,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
94.0,111.0,60.0,96.0,66.0,-0.00483147132974493,-0.29425650272436676,-0.4547922327189454,-0.3903215276749247,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
107.0,100.0,116.0,104.0,111.0,0.04692794153248965,0.1158502829078883,0.15011559529858903,0.16564572253315535,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
47.0,56.0,81.0,61.0,123.0,-0.5382625995660385,-0.05534468931741743,0.2598228978087861,-0.21631676813671913,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
103.0,108.0,88.0,102.0,85.0,0.05660767960053545,-0.10320592565399607,-0.1969826745460526,-0.12139435413777139,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
101.0,100.0,103.0,101.0,102.0,0.012221274386623852,0.02360058318505431,0.02887055049288949,0.034452466136817565,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
127.0,122.0,111.0,120.0,90.0,0.2756072474537865,0.03930601907739409,-0.1159702374008034,0.12526148315254662,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
287.0,200.0,288.0,234.0,137.0,1.673808012549524,1.105581565647412,0.644644093486481,1.9068222805119746,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0
197.0,158.0,184.0,170.0,106.0,0.8924199337252322,0.47196716264428973,0.16087052941193491,0.8613181011134884,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
168.0,134.0,174.0,149.0,119.0,0.607125926111809,0.449097288504983,0.3086430849488734,0.7552107555661783,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
220.0,149.0,255.0,185.0,157.0,1.0196083372140525,0.9690139878656914,0.852588387265734,1.5522883966532741,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0
17.0,73.0,-25.0,41.0,44.0,-0.6825671769222594,-0.8039592462606957,-0.8123630063578923,-1.2444367424261953,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
109.0,109.0,99.0,106.0,91.0,0.10028786104157339,-0.030109860625582727,-0.11131027022777522,-0.013137710272620368,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-72.0,5.0,-66.0,-24.0,73.0,-1.5535563677716013,-0.967592611046711,-0.5072038740528342,-1.6924073085148597,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0
-8.0,60.0,-50.0,23.0,39.0,-0.9047357812005932,-0.9498804537401764,-0.8966438890549944,-1.4964427408357948,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
51.0,86.0,23.0,66.0,63.0,-0.39540457491001146,-0.5013547866195138,-0.5260368623039877,-0.7679952494463248,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0
89.0,94.0,89.0,92.0,99.0,-0.108027787950777,-0.06648810356428297,-0.03403292193365978,-0.11663285474875196,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
147.0,141.0,108.0,134.0,73.0,0.4816452314507231,-0.010961961418761323,-0.32661534744353454,0.1135958969413573,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0
99.0,100.0,99.0,100.0,100.0,-0.00972892017016471,-0.010479476143672763,-0.010054432756590712,-0.016442228415060295,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
107.0,114.0,85.0,105.0,79.0,0.10313873193466988,-0.1326732974552432,-0.27274322474567336,-0.14797871290641762,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
79.0,81.0,97.0,85.0,112.0,-0.21952058576462732,0.006373999704535477,0.15100632985613685,-0.049952226809771655,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
118.0,125.0,84.0,113.0,70.0,0.2223757339979132,-0.15191717922450892,-0.3793235288388718,-0.1417111742542012,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0
55.0,98.0,3.0,68.0,41.0,-0.3262302176945118,-0.6606437721095835,-0.8183680274469604,-0.9601950589887014,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
173.0,168.0,105.0,153.0,49.0,0.7611466311401238,-0.07678108908983983,-0.6086753842415586,0.10090698988792435,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0
130.0,147.0,58.0,122.0,36.0,0.38379670746368494,-0.3681823604099253,-0.8196039443222111,-0.38470717527191145,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
110.0,108.0,104.0,107.0,97.0,0.1038266443285634,0.0189468845019118,-0.03724665428509755,0.05266133702456467,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
156.0,151.0,107.0,141.0,64.0,0.5881837675248314,-0.03714290831478767,-0.43582912841674,0.10731490939978494,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0
66.0,95.0,36.0,76.0,64.0,-0.2560841331197855,-0.4324270043685159,-0.5083195554171459,-0.6398149275498286,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
104.0,111.0,83.0,103.0,80.0,0.07266708503802052,-0.13813001835217303,-0.2616501472203123,-0.1632966742845967,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
74.0,86.0,75.0,81.0,96.0,-0.23889507031088855,-0.14982198738397778,-0.07960071747633238,-0.26161145677667524,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
284.0,205.0,271.0,233.0,123.0,1.6724018601799902,0.9860587837316189,0.45955644187052175,1.748427208012749,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0
198.0,151.0,203.0,170.0,123.0,0.8761882172690578,0.6120063646182883,0.3892201247808794,1.0421473272019701,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0
110.0,106.0,108.0,107.0,100.0,0.09794320683009522,0.043090273322142054,0.0041046087689897235,0.08301668047244239,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-18.0,48.0,-45.0,15.0,52.0,-1.0196740329000857,-0.8974824417364151,-0.7412347305760315,-1.4577339804413112,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
141.0,121.0,144.0,130.0,110.0,0.3699466427992616,0.2633763186389802,0.1720766112252837,0.44659353521835665,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
86.0,85.0,103.0,90.0,114.0,-0.15540942896299748,0.04864982748624047,0.17558769642639394,0.022990381037352764,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
125.0,113.0,125.0,118.0,104.0,0.22555352057450978,0.14830192253725932,0.08581004028486577,0.25605372727654807,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
63.0,106.0,-1.0,74.0,31.0,-0.23852498577863293,-0.7010452765855022,-0.9376063398115745,-0.990285579750838,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,48.0,-3.0,28.0,78.0,-0.8949709472226001,-0.611726038298007,-0.3767120930103792,-1.0467717859979055,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
68.0,99.0,32.0,78.0,59.0,-0.23297706666842544,-0.4619122932034685,-0.5690532028711676,-0.6726523481674782,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
20.0,80.0,-34.0,43.0,33.0,-0.6351529874690767,-0.8767865631701409,-0.9561642905884913,-1.328112441472851,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
54.0,56.0,100.0,66.0,135.0,-0.4895592742751822,0.07477061160544496,0.43099547248180153,-0.03133911379169241,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0
89.0,80.0,120.0,91.0,129.0,-0.15735954782899886,0.17530565929682104,0.3739323085715975,0.18992349519378954,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-69.0,-4.0,-38.0,-22.0,98.0,-1.5670157476410007,-0.7632967044513748,-0.18064515047962498,-1.425886991069176,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0
63.0,53.0,125.0,73.0,154.0,-0.43421351023877613,0.2547258493658443,0.6754556565222872,0.22129843193110943,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0
0.0,65.0,-42.0,29.0,40.0,-0.8293186874230103,-0.9096473265493819,-0.8825076194306595,-1.4231940879410454,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
190.0,118.0,258.0,163.0,184.0,0.6965545862858873,1.0477459462649161,1.182733741327541,1.5704670523702138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0
199.0,147.0,213.0,171.0,133.0,0.8641132871060194,0.6912147937332855,0.5202383386837696,1.1436576183826175,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0
235.0,194.0,185.0,198.0,78.0,1.2930829316729966,0.41916160859706064,-0.17881039984864286,0.8980561551221375,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0
-93.0,-2.0,-99.0,-39.0,58.0,-1.725988139071757,-1.178768177725,-0.7249944166511273,-2.017459111674037,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
201.0,175.0,153.0,173.0,73.0,0.9835163244514284,0.2340177243997792,-0.2679549468277236,0.5709512183805493,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0
208.0,163.0,198.0,178.0,111.0,0.9914306502902538,0.5625692974302448,0.23822304220195004,1.0074341271644351,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0
-38.0,4.0,14.0,0.0,123.0,-1.318670744233479,-0.4222224055990373,0.19049293503182724,-0.9089076578285245,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0
50.0,65.0,70.0,64.0,109.0,-0.4830745601718947,-0.144113532023989,0.08621842329933124,-0.31900138786945353,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
57.0,93.0,20.0,70.0,55.0,-0.3277179767011495,-0.5374265888851854,-0.6256715161866699,-0.7976852236191773,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
94.0,98.0,92.0,96.0,97.0,-0.057664323506635154,-0.054949798180634876,-0.048446975074395965,-0.08798439890848472,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
291.0,217.0,258.0,238.0,104.0,1.7637787681915786,0.874249170545862,0.22683896329313002,1.624904441967711,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0
56.0,93.0,17.0,69.0,54.0,-0.34047739282448436,-0.5563426385613593,-0.646906517838685,-0.8260873794160777,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
189.0,166.0,146.0,164.0,76.0,0.8675358519564116,0.20191906158885642,-0.2433626314946121,0.49766972119927383,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0
160.0,115.0,199.0,142.0,150.0,0.47760434602204827,0.6509600788076798,0.7060097032870858,0.9876486727320253,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0
40.0,81.0,10.0,58.0,59.0,-0.48871529482821774,-0.5846294689267281,-0.5956504375159437,-0.9029077906365778,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
71.0,76.0,91.0,79.0,114.0,-0.29978529530188225,-0.020706602239478733,0.1604525259806172,-0.10710109523890943,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
173.0,138.0,177.0,153.0,117.0,0.6561478642433943,0.46181250548332375,0.2969226533245873,0.7850584412763533,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
